read_2,bnf_code,dmd_code,drug_name,insulin,hypo,metformin,aspirin,antiplatelet,anticoagulant,statin
NA,6010203,NA,Byetta  Injection (Pre-Filled Pen)  5 micrograms/dose  60 dose pen,,1,,,,,
ft92.00,NA,1.15E+16,Byetta 10micrograms/0.04ml solution for injection 2.4ml p...,,1,,,,,
ft92.00,NA,1.15E+16,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (AstraZeneca UK Ltd),,1,,,,,
NA,06.01.02.03.00,NA,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (AstraZeneca UK Ltd),,1,,,,,
ft91.,6010203,NA,Byetta 5micrograms/0.02ml solution for injection 1.2ml pr...,,1,,,,,
ft91.00,NA,1.15E+16,Byetta 5micrograms/0.02ml solution for injection 1.2ml pr...,,1,,,,,
ft91.00,NA,1.15E+16,Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (AstraZeneca UK Ltd),,1,,,,,
NA,06.01.02.03.00,NA,Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (AstraZeneca UK Ltd),,1,,,,,
ft92.00,NA,1.15E+16,BYETTA inj 10micrograms,,1,,,,,
ft91.00,NA,1.15E+16,BYETTA inj 5 micrograms,,1,,,,,
NA,6010203,NA,Canagliflozin  Tablets  100 mg,,1,,,,,
NA,6010203,NA,Canagliflozin  Tablets  300 mg,,1,,,,,
ftn2.,6010203,NA,Canagliflozin 100mg tablets,,1,,,,,
ftn2.,NA,703682001,Canagliflozin 100mg tablets,,1,,,,,
ftn2.00,NA,703682001,Canagliflozin 100mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Canagliflozin 100mg tablets,,1,,,,,
ftn4.,6010203,NA,Canagliflozin 300mg tablets,,1,,,,,
ftn4.00,NA,2.41E+16,Canagliflozin 300mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Canagliflozin 300mg tablets,,1,,,,,
NA,06.01.02.02.00,NA,Canagliflozin 50mg / Metformin 1g tablets,,1,,,,,
NA,06.01.02.02.00,NA,Canagliflozin 50mg / Metformin 850mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Chlorpropamide 100mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Chlorpropamide 250mg tablets,,1,,,,,
f321.00,NA,325213005,CHLORPROPAMIDE TAB 100,,1,,,,,
NA,0601021E0AAABAB,NA,Chlorpropamide TABS 250MG,,1,,,,,
NA,6010203,NA,Competact  Tablets  15 mg + 850 mg,,1,,,,,
ft71.,6010203,NA,Competact 15mg/850mg tablets (Takeda UK Ltd),,1,,,,,
ft71.00,NA,1.09E+16,Competact 15mg/850mg tablets (Takeda UK Ltd),,1,,,,,
NA,06.01.02.02.00,NA,Competact 15mg/850mg tablets (Takeda UK Ltd),,1,,,,,
NA,6010203,NA,Competact 15mg/850mg TABS,,1,,,,,
ft71.00,NA,1.09E+16,COMPETACT FC tab,,1,,,,,
NA,06.01.02.01.00,NA,Daonil 5mg tablets (Sanofi),,1,,,,,
NA,6010203,NA,Dapagliflozin  Tablets  10 mg,,1,,,,,
NA,NA,NA,Dapagliflozin  Tablets  10 mg,,1,,,,,
NA,6010203,NA,Dapagliflozin  Tablets  5 mg,,1,,,,,
NA,NA,NA,Dapagliflozin  Tablets  5 mg,,1,,,,,
fth4.,6010203,NA,Dapagliflozin 10mg tablets,,1,,,,,
fth4.,NA,703680009,Dapagliflozin 10mg tablets,,1,,,,,
fth4.00,NA,703680009,Dapagliflozin 10mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Dapagliflozin 10mg tablets,,1,,,,,
ftm4.,NA,2.41E+16,Dapagliflozin 5mg / Metformin 1g tablets,,1,,,,,
ftm4.00,NA,2.41E+16,Dapagliflozin 5mg / Metformin 1g tablets,,1,,,,,
NA,06.01.02.03.00,NA,Dapagliflozin 5mg / Metformin 1g tablets,,1,,,,,
fth3.,6010203,NA,Dapagliflozin 5mg tablets,,1,,,,,
fth3.,NA,703679006,Dapagliflozin 5mg tablets,,1,,,,,
fth3.00,NA,703679006,Dapagliflozin 5mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Dapagliflozin 5mg tablets,,1,,,,,
NA,6010203,NA,Dapagliflozin And Metformin  Tablets  5 mg + 1000 mg,,1,,,,,
NA,06.01.02.01.00,NA,Diabetamide 2.5mg tablets (Ashbourne Pharmaceuticals Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Diabetamide 5mg tablets (Ashbourne Pharmaceuticals Ltd),,1,,,,,
NA,NA,2.99E+17,DIABINESE 250mg tabs,,1,,,,,
NA,06.01.02.01.00,NA,DIABINESE tablets 100mg [PFIZER],,1,,,,,
NA,06.01.02.01.00,NA,DIABINESE tablets 250mg [PFIZER],,1,,,,,
NA,06.01.02.02.00,NA,Diagemet XL 500mg tablets (Genus Pharmaceuticals Ltd),,,1,,,,
NA,06.01.02.01.00,NA,Diaglyk 80mg tablets (Ashbourne Pharmaceuticals Ltd),,1,,,,,
NA,0601021M0BBAAAA,NA,Diamicron  Tablets  80 mg,,1,,,,,
NA,6010201,NA,Diamicron 30 mg Mr  M/R tablets  30 mg,,1,,,,,
f354.,6010201,NA,Diamicron 30mg MR tablets (Servier Laboratories Ltd),,1,,,,,
f354.00,NA,3.66E+15,Diamicron 30mg MR tablets (Servier Laboratories Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Diamicron 30mg MR tablets (Servier Laboratories Ltd),,1,,,,,
NA,NA,2.99E+17,DIAMICRON 80mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Diamicron 80mg tablets (Servier Laboratories Ltd),,1,,,,,
NA,6010201,NA,Diamicron Mr TABLETS 30MG,,1,,,,,
NA,6010201,NA,DIAMICRON MR TABLETS 30MG,,1,,,,,
f354.00,NA,3.66E+15,DIAMICRON MR tabs 30mg,,1,,,,,
NA,6010201,NA,Diamicron Mr TABS 30MG,,1,,,,,
f354.,NA,7.46E+14,DIAMICRON TAB 80mg,,1,,,,,
NA,0601021M0BBAAAA,NA,DIAMICRON TABLETS 80MG,,1,,,,,
NA,0601021M0BBAAAA,NA,Diamicron TABS 80MG,,1,,,,,
NA,6010203,NA,Dulaglutide  Solution for injection  0.75 mg/0.5 ml pre-filled device,,1,,,,,
NA,6010203,NA,Dulaglutide  Solution for injection  1.5 mg/0.5 ml pre-filled device,,1,,,,,
ftq2.,6010203,NA,Dulaglutide 0.75mg/0.5ml solution for injection pre-fille...,,1,,,,,
ftq2.00,NA,2.88E+16,Dulaglutide 0.75mg/0.5ml solution for injection pre-fille...,,1,,,,,
NA,06.01.02.03.00,NA,Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices,,1,,,,,
ftq4.00,NA,2.88E+16,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices,,1,,,,,
NA,06.01.02.03.00,NA,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices,,1,,,,,
ftq4.,6010203,NA,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled...,,1,,,,,
ftq4.00,NA,2.88E+16,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled...,,1,,,,,
NA,6010203,NA,Empagliflozin  Tablets  10 mg,,1,,,,,
NA,6010203,NA,Empagliflozin  Tablets  25 mg,,1,,,,,
fto2.,6010203,NA,Empagliflozin 10mg tablets,,1,,,,,
fto2.00,NA,2.53E+16,Empagliflozin 10mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Empagliflozin 10mg tablets,,1,,,,,
fto4.,6010203,NA,Empagliflozin 25mg tablets,,1,,,,,
fto4.00,NA,2.53E+16,Empagliflozin 25mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Empagliflozin 25mg tablets,,1,,,,,
NA,06.01.02.03.00,NA,Empagliflozin 5mg / Metformin 1g tablets,,1,,,,,
NA,6010203,NA,Eucreas  Tablets  1 gram + 50 mg,,1,,,,,
ftb2.00,NA,1.34E+16,Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK ...,,1,,,,,
ftb2.00,NA,1.34E+16,Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd),,1,,,,,
NA,06.01.02.02.00,NA,Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd),,1,,,,,
ftb2.00,NA,1.34E+16,EUCREAS tabs 50mg + 1000mg,,1,,,,,
NA,06.01.02.01.00,NA,Euglucon 2.5mg tablets (Aventis Pharma),,1,,,,,
NA,06.01.02.01.00,NA,Euglucon 5mg tablets (Sanofi),,1,,,,,
NA,6010203,NA,Exenatide  Injection (Pre-Filled Pen)  10 micrograms/dose  60 dose pen,,1,,,,,
NA,6010203,NA,Exenatide  Injection (Pre-Filled Pen)  5 micrograms/dose  60 dose pen,,1,,,,,
NA,6010203,NA,Exenatide  Powder and solvent for suspension for injection  2 mg device,,1,,,,,
NA,6010203,NA,Exenatide  Powder and solvent for suspension for injection  2 mg vial,,1,,,,,
NA,6010203,NA,Exenatide  Prolonged release suspension for injection  2 mg device,,1,,,,,
NA,6010203,NA,Exenatide  Prolonged release suspension for injection  2 mg vial,,1,,,,,
ft9y.,6010203,NA,Exenatide 10micrograms/0.04ml solution for injection 2.4m...,,1,,,,,
ft9y.00,NA,1.15E+16,Exenatide 10micrograms/0.04ml solution for injection 2.4m...,,1,,,,,
ft9y.00,NA,1.15E+16,Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices,,1,,,,,
NA,06.01.02.03.00,NA,Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices,,1,,,,,
ft95.00,NA,2.84E+16,Exenatide 2mg powder and solvent for prolonged-release su...,,1,,,,,
ft95.,NA,2.84E+16,Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices,,1,,,,,
ft95.00,NA,2.84E+16,Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices,,1,,,,,
ft9x.00,NA,1.93E+16,Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials,,1,,,,,
ft95.,6010203,NA,Exenatide 2mg powder and solvent for suspension for injec...,,1,,,,,
ft95.,NA,2.84E+16,Exenatide 2mg powder and solvent for suspension for injec...,,1,,,,,
ft95.00,NA,2.84E+16,Exenatide 2mg powder and solvent for suspension for injec...,,1,,,,,
ft9x.,6010203,NA,Exenatide 2mg powder and solvent for suspension for injec...,,1,,,,,
ft9x.00,NA,1.93E+16,Exenatide 2mg powder and solvent for suspension for injec...,,1,,,,,
NA,06.01.02.03.00,NA,Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices,,1,,,,,
NA,06.01.02.03.00,NA,Exenatide 2mg powder and solvent for suspension for injection vials,,1,,,,,
ft9z.00,NA,1.15E+16,Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices,,1,,,,,
NA,06.01.02.03.00,NA,Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices,,1,,,,,
ft9z.,6010203,NA,Exenatide 5micrograms/0.02ml solution for injection 1.2ml...,,1,,,,,
ft9z.00,NA,1.15E+16,Exenatide 5micrograms/0.02ml solution for injection 1.2ml...,,1,,,,,
NA,6010203,NA,Exenatide 60 Dose Prefilled Pen 1.2ml INJ 5MICROGRAMS,,1,,,,,
NA,6010203,NA,EXENATIDE 60 DOSE PREFILLED PEN 1.2ML INJ 5MICROGRAMS,,1,,,,,
NA,6010203,NA,EXENATIDE 60 DOSE PREFILLED PEN 2.4ML INJ 10MICROGRAMS,,1,,,,,
NA,6010203,NA,Exenatide 60 Dose Prefilled Pen 2.4ml INJ 10MICROGRAMS,,1,,,,,
ft9y.00,NA,1.15E+16,EXENATIDE inj 10micrograms,,1,,,,,
ft9z.00,NA,1.15E+16,EXENATIDE inj 5 micrograms,,1,,,,,
ft9y.00,NA,1.15E+16,Exenatide injection 10micrograms,,1,,,,,
NA,06.06.01.00.00,NA,Forsteo 20micrograms/80microlitres solution for injection 2.4ml pre-filled disposable devices (Eli Lilly and Company Ltd),,,,,,,
fth2.,6010203,NA,Forxiga 10mg tablets (AstraZeneca UK Ltd),,1,,,,,
fth2.00,NA,2.16E+16,Forxiga 10mg tablets (AstraZeneca UK Ltd),,1,,,,,
NA,06.01.02.03.00,NA,Forxiga 10mg tablets (AstraZeneca UK Ltd),,1,,,,,
fth2.00,NA,2.16E+16,Forxiga 10mg tablets (Bristol-Myers Squibb Pharmaceutical...,,1,,,,,
fth1.00,NA,2.16E+16,Forxiga 5mg tablets (AstraZeneca UK Ltd),,1,,,,,
NA,06.01.02.03.00,NA,Forxiga 5mg tablets (AstraZeneca UK Ltd),,1,,,,,
fth1.00,NA,2.16E+16,Forxiga 5mg tablets (Bristol-Myers Squibb Pharmaceuticals...,,1,,,,,
NA,06.01.02.03.00,NA,Galvus 50mg tablets (Novartis Pharmaceuticals UK Ltd),,1,,,,,
NA,6010203,NA,GALVUS TABLETS 50MG,,1,,,,,
NA,0601021H0AAAAAA,NA,Glibenclamide  Tablets  2.5 mg,,1,,,,,
f332.00,NA,325219009,Glibenclamide  Tablets  5 mg,,1,,,,,
NA,0601021H0AAABAB,NA,Glibenclamide  Tablets  5 mg,,1,,,,,
f331.00,NA,325218001,Glibenclamide 2.5mg tablets,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE 2.5mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glibenclamide 2.5mg tablets,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE 2.5mg tabs,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE 2.5mg tabs,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE 2.5MG TABS,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE 2.5MGS TAB,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE 5MG TAB,,1,,,,,
f332.,6010201,NA,Glibenclamide 5mg tablets,,1,,,,,
f332.00,NA,325219009,Glibenclamide 5mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glibenclamide 5mg tablets,,1,,,,,
f332.00,NA,325219009,GLIBENCLAMIDE 5MG TABS,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE TAB 15MG,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE TAB 2.5mg,,1,,,,,
f332.00,NA,325219009,GLIBENCLAMIDE TAB 5,,1,,,,,
f332.00,NA,325219009,GLIBENCLAMIDE TAB 5mg,,1,,,,,
f332.00,NA,325219009,GLIBENCLAMIDE TAB 5MG,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE TABLETS 2.5 MG,,1,,,,,
NA,0601021H0AAAAAA,NA,GLIBENCLAMIDE TABLETS 2.5MG,,1,,,,,
NA,NA,8.94E+14,GLIBENCLAMIDE TABLETS 2.5MG,,1,,,,,
NA,0601021H0AAABAB,NA,GLIBENCLAMIDE TABLETS 5MG,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE TABS,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE TABS 2.5 MG,,1,,,,,
f331.00,NA,325218001,GLIBENCLAMIDE tabs 2.5mg,,1,,,,,
NA,0601021H0AAAAAA,NA,Glibenclamide TABS 2.5MG,,1,,,,,
f332.00,NA,325219009,GLIBENCLAMIDE tabs 5mg,,1,,,,,
NA,0601021H0AAABAB,NA,Glibenclamide TABS 5MG,,1,,,,,
NA,NA,2.99E+17,GLIBENCLAMIDE2.5MG TABS,,1,,,,,
NA,0601021H0AAABAB,NA,GLIBENCLAMIDE-P42 5MG TABLET,,1,,,,,
NA,06.01.02.01.00,NA,Glibenese 5mg tablets (Pfizer Ltd),,1,,,,,
NA,6010201,NA,Gliclazide  M/R tablets  30 mg,,1,,,,,
NA,6010201,NA,Gliclazide  M/R Tablets  30 mg,,1,,,,,
NA,6010201,NA,Gliclazide  Tablets  40 mg,,1,,,,,
NA,NA,NA,Gliclazide  Tablets  40 mg,,1,,,,,
f35x.00,NA,1.67E+16,Gliclazide  Tablets  40 mg~(f35x.),,1,,,,,
f35z.00,NA,325242002,Gliclazide  Tablets  80 mg,,1,,,,,
NA,0601021M0AAAAAA,NA,Gliclazide  Tablets  80 mg,,1,,,,,
f35y.,6010201,NA,Gliclazide 30mg modified-release tablets,,1,,,,,
f35y.00,NA,134587001,Gliclazide 30mg modified-release tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 30mg modified-release tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 30mg modified-release tablets (Actavis UK Ltd),,1,,,,,
f35x.,6010201,NA,Gliclazide 40mg tablets,,1,,,,,
f35x.00,NA,1.67E+16,Gliclazide 40mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 40mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 40mg/5ml oral suspension,,1,,,,,
f35w.,6010201,NA,Gliclazide 60mg modified-release tablets,,1,,,,,
f35w.00,NA,2.22E+16,Gliclazide 60mg modified-release tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 60mg modified-release tablets,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE 80 mg tablets,,1,,,,,
f35z.00,NA,325242002,Gliclazide 80 mg tablets,,1,,,,,
NA,NA,2.99E+17,Gliclazide 80 mg tablets,,1,,,,,
NA,NA,2.99E+17,GLICLAZIDE 80 mg tablets,,1,,,,,
NA,NA,2.99E+17,Gliclazide 80mg tablet,,1,,,,,
f35z.,6010201,NA,Gliclazide 80mg tablets,,1,,,,,
f35z.00,NA,325242002,Gliclazide 80mg tablets,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE 80mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets,,1,,,,,
NA,NA,2.99E+17,GLICLAZIDE 80mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (A A H Pharmaceuticals Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (Actavis UK Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (Almus Pharmaceuticals Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (Mylan Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (PLIVA Pharma Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (Sandoz Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg tablets (Teva UK Ltd),,1,,,,,
NA,0601021M0AAAAAA,NA,GLICLAZIDE 80MG TABLETS-P42 0,,1,,,,,
NA,06.01.02.01.00,NA,Gliclazide 80mg/5ml oral suspension,,1,,,,,
f35y.00,NA,134587001,GLICLAZIDE mr tab 30mg,,1,,,,,
NA,6010201,NA,GLICLAZIDE MR TABLETS 30MG,,1,,,,,
NA,6010201,NA,Gliclazide Mr TABS 30MG,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE TAB 80,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE TAB 80mg,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE TAB 80MG,,1,,,,,
f35z.00,NA,325242002,Gliclazide Tablets 80 mg,,1,,,,,
NA,NA,2.99E+17,gliclazide tablets 80 mg,,1,,,,,
f35z.00,NA,325242002,gliclazide tablets 80mg,,1,,,,,
f35z.00,NA,325242002,Gliclazide Tablets 80mg,,1,,,,,
f35z.00,NA,325242002,Gliclazide tablets 80mg,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE tablets 80mg,,1,,,,,
NA,0601021M0AAAAAA,NA,GLICLAZIDE TABLETS 80MG,,1,,,,,
NA,0601021M0AAAAAA,NA,Gliclazide TABLETS 80MG,,1,,,,,
NA,NA,2.99E+17,gliclazide tablets 80mg,,1,,,,,
NA,0601021M0AAAAAA,NA,GLICLAZIDE TABLETS 80MG-P42 0,,1,,,,,
NA,NA,2.99E+17,GLICLAZIDE Tabs,,1,,,,,
f35x.00,NA,1.67E+16,GLICLAZIDE tabs 40mg,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE TABS 80 MG,,1,,,,,
f35z.,6010201,NA,GLICLAZIDE tabs 80mg,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE tabs 80mg,,1,,,,,
f35z.00,NA,325242002,GLICLAZIDE TABS 80MG,,1,,,,,
NA,0601021M0AAAAAA,NA,Gliclazide TABS 80MG,,1,,,,,
NA,0601021A0AAABAB,NA,Glimepiride  Tablets  1 mg,,1,,,,,
NA,0601021A0AAAAAA,NA,Glimepiride  Tablets  2 mg,,1,,,,,
NA,0601021A0AAADAD,NA,Glimepiride  Tablets  4 mg,,1,,,,,
f3A3.,6010201,NA,Glimepiride 1mg tablets,,1,,,,,
f3A3.00,NA,325261003,Glimepiride 1mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 1mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 1mg tablets (A A H Pharmaceuticals Ltd),,1,,,,,
f3A1.,6010201,NA,Glimepiride 2mg tablets,,1,,,,,
f3A1.00,NA,325259007,Glimepiride 2mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 2mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd),,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 2mg tablets (Zentiva),,1,,,,,
f3A4.00,NA,325262005,Glimepiride 3mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 3mg tablets,,1,,,,,
f3A5.,6010201,NA,Glimepiride 4mg tablets,,1,,,,,
f3A5.00,NA,325263000,Glimepiride 4mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glimepiride 4mg tablets,,1,,,,,
f3A3.00,NA,325261003,GLIMEPIRIDE TAB 1mg,,1,,,,,
f3A3.00,NA,325261003,Glimepiride Tablets 1 mg,,1,,,,,
f3A3.00,NA,325261003,GLIMEPIRIDE tablets 1mg,,1,,,,,
NA,NA,2.99E+17,GLIMEPIRIDE tablets 1mg,,1,,,,,
f3A1.00,NA,325259007,GLIMEPIRIDE tablets 2mg,,1,,,,,
f3A4.00,NA,325262005,GLIMEPIRIDE tablets 3mg,,1,,,,,
NA,0601021A0AAACAC,NA,GLIMEPIRIDE TABLETS 3MG,,1,,,,,
NA,NA,2.99E+17,GLIMEPIRIDE tablets 3mg,,1,,,,,
f3A5.00,NA,325263000,GLIMEPIRIDE tablets 4mg,,1,,,,,
NA,0601021A0AAADAD,NA,GLIMEPIRIDE TABLETS 4MG,,1,,,,,
f3A3.00,NA,325261003,GLIMEPIRIDE tabs 1mg,,1,,,,,
f3A1.00,NA,325259007,GLIMEPIRIDE tabs 2mg,,1,,,,,
f3A4.00,NA,325262005,GLIMEPIRIDE tabs 3mg,,1,,,,,
f3A5.00,NA,325263000,GLIMEPIRIDE tabs 4mg,,1,,,,,
NA,0601021P0AAABAB,NA,Glipizide  Tablets  5 mg,,1,,,,,
f36z.00,NA,325248003,Glipizide 2.5mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glipizide 2.5mg tablets,,1,,,,,
f361.,6010201,NA,Glipizide 5mg tablets,,1,,,,,
f361.00,NA,325243007,Glipizide 5mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glipizide 5mg tablets,,1,,,,,
NA,06.01.02.01.00,NA,Glipizide 5mg tablets (Actavis UK Ltd),,1,,,,,
f36z.00,NA,325248003,GLIPIZIDE TAB 2.5,,1,,,,,
f361.00,NA,325243007,GLIPIZIDE TAB 5mg,,1,,,,,
f36z.00,NA,325248003,GLIPIZIDE tablets 2.5mg,,1,,,,,
NA,0601021P0AAAAAA,NA,GLIPIZIDE TABLETS 2.5MG,,1,,,,,
f361.00,NA,325243007,GLIPIZIDE tablets 5mg,,1,,,,,
NA,0601021P0AAABAB,NA,GLIPIZIDE TABLETS 5MG,,1,,,,,
NA,0601021P0AAABAB,NA,Glipizide TABLETS 5MG,,1,,,,,
f36z.00,NA,325248003,GLIPIZIDE tabs 2.5mg,,1,,,,,
NA,0601021P0AAAAAA,NA,Glipizide TABS 2.5MG,,1,,,,,
f361.,6010201,NA,GLIPIZIDE tabs 5mg,,1,,,,,
f361.00,NA,325243007,GLIPIZIDE tabs 5mg,,1,,,,,
NA,0601021P0AAABAB,NA,Glipizide TABS 5MG,,1,,,,,
NA,06.01.02.03.00,NA,Glucobay 100mg tablets (Bayer Plc),,1,,,,,
ft13.00,NA,7.81E+14,GLUCOBAY 50 TAB 50,,1,,,,,
ft13.00,NA,7.81E+14,GLUCOBAY 50 TAB 50mg,,1,,,,,
ft13.00,NA,7.81E+14,Glucobay 50mg tablets (Bayer Plc),,1,,,,,
NA,06.01.02.03.00,NA,Glucobay 50mg tablets (Bayer Plc),,1,,,,,
ft13.00,NA,7.81E+14,GLUCOBAY TAB 50MG,,1,,,,,
ft13.00,NA,7.81E+14,GLUCOBAY tabs 50mg,,1,,,,,
NA,0601023A0BBACAA,NA,Glucobay TABS 50MG,,1,,,,,
NA,0601022B0BBAAAB,NA,Glucophage  Tablets  500 mg,,,1,,,,
NA,06.01.02.02.00,NA,Glucophage 1000mg oral powder sachets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage 500mg oral powder sachets (Merck Serono Ltd),,,1,,,,
f411.,6010202,NA,Glucophage 500mg tablets (Merck Serono Ltd),,,1,,,,
f411.00,NA,3.63E+14,Glucophage 500mg tablets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage 500mg tablets (Merck Serono Ltd),,,1,,,,
f412.00,NA,3.65E+14,Glucophage 850mg tablets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage 850mg tablets (Merck Serono Ltd),,,1,,,,
NA,6010202,NA,Glucophage Sr  M/R tablets  1 gram,,,1,,,,
NA,6010202,NA,Glucophage Sr  M/R tablets  500 mg,,,1,,,,
f41A.,6010202,NA,Glucophage SR 1000mg tablets (Merck Serono Ltd),,,1,,,,
f41A.00,NA,1.54E+16,Glucophage SR 1000mg tablets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage SR 1000mg tablets (Merck Serono Ltd),,,1,,,,
f417.,6010202,NA,Glucophage SR 500mg tablets (Merck Serono Ltd),,,1,,,,
f417.00,NA,8.99E+15,Glucophage SR 500mg tablets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage SR 500mg tablets (Merck Serono Ltd),,,1,,,,
f419.,6010202,NA,Glucophage SR 750mg tablets (Merck Serono Ltd),,,1,,,,
f419.00,NA,1.37E+16,Glucophage SR 750mg tablets (Merck Serono Ltd),,,1,,,,
NA,06.01.02.02.00,NA,Glucophage SR 750mg tablets (Merck Serono Ltd),,,1,,,,
NA,6010202,NA,GLUCOPHAGE SR TABLETS 500MG,,,1,,,,
f41A.00,NA,1.54E+16,GLUCOPHAGE SR tabs 1000mg,,,1,,,,
NA,6010202,NA,Glucophage Sr TABS 1G,,,1,,,,
f417.00,NA,8.99E+15,GLUCOPHAGE SR tabs 500mg,,,1,,,,
NA,6010202,NA,Glucophage SR TABS 500mg,,,1,,,,
NA,6010202,NA,Glucophage Sr TABS 500MG,,,1,,,,
NA,6010202,NA,glucophage SR TABS 500MGS,,,1,,,,
f419.00,NA,1.37E+16,GLUCOPHAGE SR tabs 750mg,,,1,,,,
NA,0601022B0BBAAAB,NA,GLUCOPHAGE TABLETS 500MG,,,1,,,,
